Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2020,Honda,Ridgeline RTL,Used,"$31,299",4.7,0,Pacific Pewter Metallic,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F5XLB025275,HPJS025275,41998,4.8,4.7,4.6,4.5,4.7,4.7,FL,Dealer
2023,Honda,Odyssey Touring,Honda Certified,"$48,746",4.4,109,Sonic Gray Pearl,Black,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H84PB010263,30403A,5073,5,5,4,4,4,5,SC,Dealer
2007,Honda,Accord SE,Used,"$9,995",4.6,72,Graphite Pearl,Gray,Front-wheel Drive,24.5,Gasoline,5-Speed Automatic,3.0L V6 24V MPFI SOHC,1HGCM66477A047501,6467,56184,4.5,4.4,4.5,4.6,4.4,4.7,NY,Dealer
2011,Honda,Pilot Touring,Used,"$17,797",4.5,48,White,Black,Four-wheel Drive,19,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H97BB501287,68228810,58041,4.7,4.4,4.4,4.4,4.5,4.6,NY,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500",5,2176,Sonic Gray Pearl,Black,All-wheel Drive,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB103133,NB103133,2,5,5,5,5,5,5,NY,Dealer
2023,Honda,Odyssey Sport,New,"$42,900",4.2,1147,Radiant Red Metallic II,Black,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H77PB022558,H230105,14,5,5,4,4,4,5,VA,Dealer
2022,Honda,Pilot Special Edition,New,"$44,205",4.9,958,Lunar Silver Metallic,Gray,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF6H29NB095967,HN12232,5,5,5,5,5,5,5,NC,Dealer
2009,Honda,Civic EX,Used,"$9,990",4.4,20,Burgundy,Tan,Front-wheel Drive,29.5,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,2HGFA16839H326959,WS2900,58309,4.2,4.4,4.3,4.5,4.4,4.7,PA,Dealer
2023,Honda,HR-V EX-L,New,"$30,645",4.8,1277,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H7XPM727805,H727805,3,4,5,4,5,5,5,VA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,395",4.8,1277,Crystal Black Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H95PH805335,H805335,3,5,3,4,4,5,5,VA,Dealer
2021,Honda,Ridgeline RTL-E,Used,"$35,397",5,2871,Red,Black,All-wheel Drive,21,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F70MB011176,MP011176,68523,4.9,4.7,4.7,4.5,4.9,4.6,MD,Dealer
2016,Honda,Odyssey EX-L,Used,"$22,499",4.1,57,Gray,Gray,Front-wheel Drive,23.5,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H67GB102850,P22-330B,74619,4.8,4.6,4.7,4.6,4.7,4.8,NY,Dealer
2023,Honda,Odyssey Touring,New,"$45,895",4.9,2346,Modern Steel Metallic,Black,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H89PB032176,51545,–,5,5,4,4,4,5,MD,Dealer
2018,Honda,Ridgeline RTL,Used,"$34,995",4.1,175,Crystal Black Pearl,Black,All-wheel Drive,21.5,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F5XJB003984,12372MAG,4402,4.9,4.8,4.8,4.6,4.8,4.9,AK,Dealer
2021,Honda,Passport Elite,Used,"$36,830",4.8,29,Black,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H02MB028717,23I058A,18306,4.9,4.7,4.8,4.6,4.8,4.8,NY,Dealer
2022,Honda,Ridgeline Black Edition,Used,"$41,000",5,2791,Platinum White Pearl,Black,All-wheel Drive,21,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F85NB030087,KU030087,12099,5,4.9,4.9,4.3,4.7,5,MD,Dealer
2022,Honda,CR-V Hybrid EX,Used,"$32,685",5,5590,Sonic Gray Pearl,Black,All-wheel Drive,37.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,5J6RT6H53NL012211,230319A,14530,4.6,4.9,4.5,4.6,4.8,4.7,FL,Dealer
2021,Honda,Civic Sport,Used,"$23,990",4.9,1385,Gray,–,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H42MU407313,P1767JK1,27723,4.6,4.7,4.7,4.6,4.8,4.6,NY,Dealer
2023,Honda,CR-V EX-L,New,"$35,400",4.7,2284,Platinum White Pearl,–,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L 4 Cylinder,2HKRS3H71PH300695,PH300695,8,5,5,5,4,4,5,FL,Dealer
2023,Honda,HR-V Sport,New,"$27,290",4.7,1853,Platinum White Pearl,–,Front-wheel Drive,,Gasoline,Automatic,2.0L I4 16V GDI DOHC,3CZRZ1H53PM711955,PM711955,1,4,5,4,5,5,5,FL,Dealer
2023,Honda,CR-V EX-L,New,Not Priced,4.8,1560,Crystal,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H74PH401865,H30068,4,5,5,5,4,4,5,PA,Dealer
2022,Honda,Pilot EX-L,New,"$44,000",4.9,767,Platinum White Pearl,Beige,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50NB085337,NB085337,5,5,5,5,5,5,5,NJ,Dealer
2023,Honda,Odyssey Elite,New,"$50,915",4.9,1600,Lunar Silver Metallic,Mocha,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H94PB029811,PB029811,2,5,5,4,4,4,5,NJ,Dealer
2020,Honda,Odyssey Touring,Used,"$38,815",4.9,1600,Pacific Pewter Metallic,Mocha,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H89LB014206,LB014206P,33016,4.8,4.8,4.7,4.6,4.7,4.7,NJ,Dealer
2022,Honda,Passport TrailSport,New,"$44,265",5,1571,Black,Black,AWD,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H62NB032126,H221349,10,5,5,4.9,5,4.9,5,NJ,Dealer
2022,Honda,Ridgeline RTL-E,New,"$46,130",5,1571,Lunar Silver Metallic,Black,All-wheel Drive,21,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F70NB017402,H22721,11,5,4.9,4.9,4.3,4.7,5,NJ,Dealer
2022,Honda,Pilot Sport,New,"$41,375",4.5,3416,Sonic Gray Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB104184,227314,5,5,5,5,5,5,5,NJ,Dealer
2021,Honda,Clarity Plug-In Hybrid Base,Used,"$27,458",4.9,1532,Platinum White Pearl,Beige,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F18MC000228,MC000228,27113,,,,,,,NJ,Dealer
2023,Honda,Pilot TrailSport,New,"$51,845",4.2,1312,Sky,Black,AWD,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H62PB003183,23-0272,3,,,,,,,NY,Dealer
1997,Honda,Accord EX,Used,"$11,994",4.6,20,Green,Gray,Front-wheel Drive,26,Gasoline,4-Speed Automatic,2.2L I4 16V MPFI SOHC,1HGCE1895VA007391,10889A,81424,4.5,4.4,4.4,4.8,4.3,4.8,NY,Dealer
2023,Honda,Civic EX,New,"$27,145",4.9,1559,Red,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F79PH303260,230158,15,,,,,,,CT,Dealer
2021,Honda,Passport Elite,Used,"$35,874",5,1930,White,–,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H05MB010812,70592A,27674,4.9,4.7,4.8,4.6,4.8,4.8,MA,Dealer
2017,Honda,Civic EX-L,Used,"$19,998",4.4,1494,Aegean Blue Metallic,Black,Front-wheel Drive,35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFC1F78HE209436,LL149782B,14450,4.7,4.7,4.8,4.8,4.8,4.8,ME,Dealer
2022,Honda,Pilot Sport,New,"$41,770",4.7,393,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H38NB077713,821398,407,5,5,5,5,5,5,CA,Dealer
2022,Honda,Passport EX-L,New,"$44,665",4.9,9,Obsidian Blue Pearl,Gray,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H55NB024190,821488,10,5,5,4.9,5,4.9,5,CA,Dealer
2023,Honda,Ridgeline RTL,New,"$43,580",4.7,306,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F53PB019744,23-189,3,5,4.8,4.8,4.2,5,5,CA,Dealer
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$24,990",4,9531,Green,Beige,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F35JC024032,2001974581,56576,4.8,4.7,4.6,4.6,4.4,4.7,,
2022,Honda,Accord Sport 2.0T,New,"$35,150",4.3,471,Sonic Blue,Black,Front-wheel Drive,27,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F38NA023539,NA023539,8,5,5,5,5,5,5,CA,Dealer
2023,Honda,CR-V EX-L,New,"$35,400",4.3,471,Radiant Red Metallic,Gray,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS3H71PE003297,PE003297,–,5,5,5,4,4,5,CA,Dealer
2023,Honda,Pilot TrailSport,New,"$51,735",4.3,471,Sonic Gray Pearl,Black,AWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H62PB000445,5700445,–,,,,,,,CA,Dealer
2012,Honda,Civic LX,Used,"$13,995",4.5,1,Black,Gray,Front-wheel Drive,32.5,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,19XFB2F57CE377150,100660,98917,4.3,4.3,4.4,4.6,4.5,4.8,CA,Dealer
2023,Honda,Civic Sport,New,"$25,745",4.5,1,Boost Blue Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F56PH503159,30360,10,,,,,,,CA,Dealer
2022,Honda,Pilot Special Edition,New,"$42,066",4.3,3504,Dark Cherry Pearl,Beige,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H21NB081156,181752,11,5,5,5,5,5,5,AZ,Dealer
2023,Honda,CR-V EX-L,New,"$35,555",5,1164,Lunar Silver,Black,–,,Gasoline,Automatic CVT,1.5L I4,2HKRS3H78PH302296,230350,1,5,5,5,4,4,5,AZ,Dealer
2023,Honda,Pilot TrailSport,New,"$51,735",4.7,2051,Sky,–,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H65PB001427,PB001427,5,,,,,,,AZ,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240",4.6,985,Radiant Red Metallic,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,7FARS6H94PE002471,2C0237,–,5,3,4,4,5,5,CO,Dealer
2022,Honda,Pilot EX-L,New,"$40,488",4.7,790,Lunar Silver Metallic,Gray,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H51NB096282,220196,11,5,5,5,5,5,5,WA,Dealer
2022,Honda,Pilot TrailSport,New,Not Priced,3.9,144,Lunar Silver Metallic,Black,All-wheel Drive,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H89NB069812,223597,5,5,5,5,5,5,5,WA,Dealer
2022,Honda,Civic Sport,Honda Certified,"$26,312",4.6,251,Crystal Black Pearl,Black,Front-wheel Drive,33.5,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F54NH504291,6504291,23288,4.6,4.9,4.4,4.6,4.6,4.7,MT,Dealer
2023,Honda,CR-V EX-L,New,"$36,899",4.7,5,Still Night Pearl,Black,All-wheel Drive,29.5,Gasoline,continuously variable automatic,4 Cylinder Engine,2HKRS4H76PH405979,23024,5,5,5,5,4,4,5,OK,Dealer
2023,Honda,HR-V Sport,New,"$27,144",4.6,5,Crystal Black Pearl,Black,Front-wheel Drive,29,Gasoline,continuously variable (m cvt),4 Cylinder Engine,3CZRZ1H55PM719216,23020,5,4,5,4,5,5,5,OK,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,469",5,5,Platinum White Pearl,Black,Front-wheel Drive,32,Gasoline,continuously variable,4 Cylinder Engine,1HGCV1F37NA095505,22039,2,5,5,5,5,5,5,OK,Dealer
2022,Honda,Accord Sport 2.0T,New,"$35,149",4.8,578,Still Night Pearl,Black,Front-wheel Drive,27,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F32NA019695,NA019695,5,5,5,5,5,5,5,TX,Dealer
2019,Honda,Ridgeline RTL-E,Used,"$32,133",4.5,171,Green,Black,All-wheel Drive,21.5,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F74KB021318,PH8468,29540,4.9,4.8,4.8,4.6,4.7,4.9,TX,Dealer
2022,Honda,Pilot Sport,New,"$40,770",4,228,Gray Pearl,–,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H34NB090345,PI90345,12,5,5,5,5,5,5,KS,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500",4.8,723,Sonic Gray Pearl,Black,All-wheel Drive,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB092540,H092540,5,5,5,5,5,5,5,KS,Dealer
2023,Honda,CR-V EX,New,"$34,750",4.7,234,Platinum White Pearl,Gray,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H40PE012908,P0188,2,5,5,5,4,4,5,MO,Dealer
2022,Honda,Pilot EX-L,New,"$41,605",4.6,527,Modern Steel Metallic,Black,Front-wheel Drive,23.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H51NB035802,NB035802,5,5,5,5,5,5,5,TX,Dealer
2022,Honda,Odyssey Elite,Used,"$43,893",5,4154,White,Black,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H92NB049231,PF102739B,21044,4.3,4.4,4.3,4.1,4.3,4.3,ND,Dealer
2022,Honda,Pilot Sport,New,"$39,770",5,288,Platinum White Pearl,Black,Front-wheel Drive,23.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H3XNB039183,39183,5,5,5,5,5,5,5,AR,Dealer
2012,Honda,Crosstour EX-L,Used,"$15,995",5,2231,Crystal Black Pearl,–,Four-wheel Drive,22,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5J6TF2H54CL003908,W29066,118637,4.8,4.7,4.7,4.6,4.7,4.8,MN,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240",5,2231,Urban Gray Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,7FARS6H96PE002276,230320,0,5,3,4,4,5,5,MN,Dealer
2023,Honda,Ridgeline RTL-E,New,"$47,880",5,2231,Platinum White Pearl,Beige,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F7XPB007768,230110,0,5,4.8,4.8,4.2,5,5,MN,Dealer
2023,Honda,CR-V EX-L,New,"$39,000",4.6,6558,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H70PH400129,230124,6,5,5,5,4,4,5,MN,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560",5,2352,Platinum White Pearl,Black,Front-wheel Drive,42.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F26NA048128,N5562,1,4.9,5,5,4.9,4.9,5,MN,Dealer
2016,Honda,Odyssey LX,Used,"$18,790",5,2352,Modern Steel Metallic,Gray,Front-wheel Drive,23.5,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H28GB017609,P12991A,99509,4.8,4.6,4.7,4.6,4.7,4.8,MN,Dealer
2023,Honda,Civic Sport,New,"$26,145",5,2352,Aegean Blue Metallic,Black,Front-wheel Drive,33.5,Gasoline,continuously variable (m cvt),4 Cylinder Engine,2HGFE2F56PH518390,H23098,3,,,,,,,WI,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500",5,2637,Sonic Gray Pearl,Black,All-wheel Drive,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H8XNB102798,N1199,5,5,5,5,5,5,5,IL,Dealer
2023,Honda,CR-V EX,New,"$33,750",4.8,1077,Platinum White Pearl,–,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H4XPE000460,PE000460,20,5,5,5,4,4,5,TN,Dealer
2023,Honda,Pilot EX-L 8-Passenger,New,"$45,395",4.5,950,Obsidian Blue Pearl,Gray,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H48PB003381,S12249,4,,,,,,,IL,Dealer
2022,Honda,Pilot TrailSport,New,"$44,674",5,4272,Platinum White Pearl,Black,All-wheel Drive,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H80NB103801,H21211,5,5,5,5,5,5,5,IL,Dealer
2023,Honda,Odyssey Elite,New,"$50,915",4.7,436,Modern Steel Metallic,Nh-797m/Black,Front-wheel Drive,23.5,Gasoline,10-SPEED A/T,V6 Cylinder Engine,5FNRL6H97PB032377,V32377,3,5,5,4,4,4,5,IL,Dealer
2022,Honda,Passport Elite,New,"$47,225",4.6,1874,Obsidian Blue Pearl,–,AWD,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H05NB028471,NB028471,5,5,5,4.9,5,4.9,5,IL,Dealer
2023,Honda,CR-V EX,New,"$32,855",3.9,161,Canyon River Blue Metallic,Black,All-wheel Drive,29.5,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,7FARS4H46PE011486,62455,1,5,5,5,4,4,5,WI,Dealer
2022,Honda,Passport EX-L,New,"$41,765",4.4,1789,Lunar Silver Metallic,Gray,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H51NB031539,H28121,4,5,5,4.9,5,4.9,5,IL,Dealer
2023,Honda,Passport TrailSport,New,"$45,290",4.7,739,Sonic Gray Pearl,Black,AWD,,Gasoline,Automatic,3.5L,5FNYF8H64PB000894,C17636,1,,,,,,,IL,Dealer
2023,Honda,Ridgeline RTL-E,New,"$49,320",4.8,3,Radiant Red,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F74PB013209,H5692,–,5,4.8,4.8,4.2,5,5,KY,Dealer
2022,Honda,Pilot Sport,New,"$41,770",4.5,1614,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H38NB103873,N11699,3,5,5,5,5,5,5,IL,Dealer
2021,Honda,Accord Hybrid Touring,Used,"$34,593",4,333,Radiant Red Metallic,Gray,Front-wheel Drive,42.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F9XMA008923,H25952,28945,4.7,4.5,4.5,4.4,4.6,4.4,IN,Dealer
2023,Honda,HR-V Sport,New,"$28,395",4.9,826,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H54PM701618,PM701618,7,4,5,4,5,5,5,MI,Dealer
2023,Honda,CR-V EX-L,New,"$36,505",5,5005,Blue,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H77PH400208,23074,11,5,5,5,4,4,5,IN,Dealer
2022,Honda,Pilot Special Edition,New,"$42,667",5,38,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H26NB103491,62998,3,5,5,5,5,5,5,IN,Dealer
2022,Honda,Pilot Sport,New,"$41,770",5,38,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H36NB103001,62999,3,5,5,5,5,5,5,IN,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560",5,38,Sonic Gray Pearl,Black,Front-wheel Drive,42.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F20NA048030,52000,3,4.9,5,5,4.9,4.9,5,IN,Dealer
2022,Honda,Accord Sport SE,New,"$31,960",5,1722,Still Night Pearl,Black,FWD,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F40NA109432,NA109432,3,5,5,5,5,5,5,TN,Dealer
2023,Honda,Civic Sport,New,"$26,600",4.8,1043,Platinum White Pearl,Black,FWD,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F54PH519389,40576-34,–,,,,,,,OH,Dealer
2022,Honda,Accord Sport SE,New,"$30,565",4.5,1732,Lunar Silver Metallic,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F43NA091105,496440,12,5,5,5,5,5,5,GA,Dealer
2019,Honda,Ridgeline RTL,Used,"$31,998",4.8,15,Blue,Gray,All-wheel Drive,21.5,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F57KB042484,23717241,58583,4.9,4.8,4.8,4.6,4.7,4.9,TN,Dealer
2023,Honda,Civic EX,New,"$27,145",4.8,2242,Rallye Red,–,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F78PH302889,PH302889,12,,,,,,,TN,Dealer
2023,Honda,Civic EX,New,"$27,545",4.8,2242,Blue,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F75PH304504,H23090,–,,,,,,,OH,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470",5,306,Sonic Gray Pearl,Blk Fabric W/Synthetic Lt,Front-wheel Drive,32,Gasoline,CVT,4 Cylinder Engine,1HGCV1F33NA093881,220047,2,5,5,5,5,5,5,MI,Dealer
2022,Honda,Passport TrailSport,New,"$47,165",4.8,1028,Crystal Black Pearl,–,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H61NB028603,NB028603,13,5,5,4.9,5,4.9,5,OH,Dealer
2022,Honda,Pilot Special Edition,New,"$44,968",4.4,1059,–,–,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H29NB083463,NB083463,16,5,5,5,5,5,5,GA,Dealer
2023,Honda,CR-V EX-L,New,"$35,005",4.8,1152,Crystal Black Pearl,Gray,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L 4 Cylinder,2HKRS3H73PH300519,H300519,4,5,5,5,4,4,5,GA,Dealer
2023,Honda,CR-V EX-L,New,"$36,900",4.9,574,Still Night Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H75PH402166,23-0025,–,5,5,5,4,4,5,MI,Dealer
2022,Honda,Odyssey Touring,Used,"$43,171",4,170,Platinum White Pearl,Black,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H84NB003262,P33787B,20661,4.3,4.4,4.3,4.1,4.3,4.3,OH,Dealer
2019,Honda,Pilot Touring 8-Passenger,Used,"$33,991",5,599,Crystal Black Pearl,Gray,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H94KB026208,V7646B,35630,4.8,4.7,4.7,4.6,4.7,4.8,WV,Dealer
2022,Honda,Ridgeline RTL-E,Used,"$41,397",4.8,1202,Platinum White Pearl,Beige,All-wheel Drive,21,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F79NB009847,322939A,10413,5,4.9,4.9,4.3,4.7,5,NC,Dealer
2016,Honda,Civic EX-T,Used,"$16,999",5,475,Modern Steel Metallic,Black,Front-wheel Drive,36.5,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFC1F33GE015330,PGE015330,97839,4.6,4.6,4.6,4.6,4.8,4.6,NC,Dealer
2017,Honda,Civic LX,Used,"$16,997",4.1,1919,Cosmic Blue Metallic,Gray,Front-wheel Drive,35.5,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F56HH501032,K070,70147,4.7,4.7,4.8,4.8,4.8,4.8,SC,Dealer
2023,Honda,Civic EX,New,"$27,540",4.1,1919,Platinum White Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F76PH304446,JH230063,3,,,,,,,PA,Dealer
2016,Honda,CR-V SE,Used,"$17,795",4.6,31,Brown,Black,AWD,28,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,2HKRM4H49GH652722,1190184052,114750,4.6,4.5,4.6,4.6,4.7,4.7,NC,Dealer
2022,Honda,Accord Sport,New,"$34,755",4.9,2757,Crystal Black Pearl,Black,Front-wheel Drive,27,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,1HGCV2F33NA025053,H45227,0,5,5,5,5,5,5,FL,Dealer
2022,Honda,Accord Sport 1.5T,New,"$28,652",4.8,1277,Platinum White Pearl,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F3XNA090248,H090248,3,5,5,5,5,5,5,VA,Dealer
2023,Honda,CR-V EX-L,New,"$34,904",4.8,1277,Canyon,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H78PH401755,H401755,5177,5,5,5,4,4,5,VA,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560",4.9,2346,Platinum White Pearl,Black,Front-wheel Drive,42.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F22NA047736,51460,–,4.9,5,5,4.9,4.9,5,MD,Dealer
